#Associated Gene Name	Strand	Ensembl Transcript ID	Transcription Start Site (TSS)	Chromosome Name
AC008410.1	-1	ENST00000408204	155024800	5
AC008440.10	1	ENST00000422045	53864763	19
AC008449.1	-1	ENST00000401201	169923514	5
AC008514.1	1	ENST00000615127	170767384	5
AC008536.1	-1	ENST00000579867	112905737	5
AC008547.1	-1	ENST00000618811	95608259	5
AC008581.1	1	ENST00000410384	77137967	5
AC008592.4	-1	ENST00000509999	95852721	5
AC008592.5	1	ENST00000503091	95861786	5
AC008592.5	1	ENST00000510343	95861806	5
AC008592.7	-1	ENST00000506070	95986311	5
AC008592.8	1	ENST00000607856	95849309	5
AC008598.1	1	ENST00000410402	73273105	8
AC008625.1	-1	ENST00000408143	154340126	5
AC008671.1	1	ENST00000410800	172279202	5
AC008674.1	1	ENST00000580730	173730078	5
AC008691.1	-1	ENST00000523311	159761061	5
AC008697.1	1	ENST00000521472	159310933	5
AC008697.1	1	ENST00000515337	159331518	5
AC008703.1	-1	ENST00000518418	159466276	5
AC008703.2	1	ENST00000582690	159525938	5
AC008740.1	-1	ENST00000616299	21444216	16
AC008746.12	-1	ENST00000599382	54439544	19
AC008752.1	1	ENST00000577851	9776009	19
AC008753.1	-1	ENST00000612270	53831926	19
AC008753.4	1	ENST00000597420	53788782	19
AC008798.1	1	ENST00000581654	29846709	19
AC008834.1	-1	ENST00000505908	98161193	5
AC008836.1	1	ENST00000411268	61557283	5
AC008869.1	-1	ENST00000458884	37802065	5
AC008869.2	1	ENST00000618319	37795289	5
AC008869.3	-1	ENST00000616226	37888350	5
AC008902.1	-1	ENST00000622531	37022036	5
AC008938.1	1	ENST00000579240	24438988	16
AC008940.1	1	ENST00000438117	56770799	5
AC008949.1	-1	ENST00000411029	32379467	5
AC008967.1	1	ENST00000408383	111555895	5
AC008984.2	-1	ENST00000616950	54337168	19
AC008991.1	1	ENST00000587850	28892931	19
AC008992.1	1	ENST00000591132	31421997	19
AC009009.1	-1	ENST00000458850	135713216	5
AC009014.3	-1	ENST00000607574	136193134	5
AC009033.1	1	ENST00000618854	73437113	16
AC009035.1	1	ENST00000583324	26736229	16
AC009052.12	1	ENST00000567090	57461055	16
AC009060.1	-1	ENST00000618546	70217003	16
AC009065.1	-1	ENST00000384982	2267880	16
AC009065.2	-1	ENST00000517149	2205136	16
AC009065.3	-1	ENST00000616507	2102316	16
AC009080.1	1	ENST00000584162	60769979	16
AC009081.1	-1	ENST00000585035	60429733	16
AC009108.1	-1	ENST00000613364	86613498	16
AC009108.2	-1	ENST00000616245	86510877	16
AC009110.1	1	ENST00000415422	62596372	16
AC009120.10	1	ENST00000561669	74282415	16
AC009120.11	-1	ENST00000616116	74291052	16
AC009120.4	-1	ENST00000568137	74215521	16
AC009120.4	-1	ENST00000569389	74296751	16
AC009120.4	-1	ENST00000562888	74296762	16
AC009120.5	1	ENST00000564455	74313337	16
AC009120.6	-1	ENST00000620711	74306331	16
AC009120.6	-1	ENST00000621548	74307770	16
AC009120.6	-1	ENST00000566411	74310307	16
AC009120.6	-1	ENST00000565313	74332613	16
AC009120.6	-1	ENST00000561921	74335346	16
AC009121.1	1	ENST00000458885	11348727	16
AC009158.1	1	ENST00000595007	26318107	16
AC009158.1	1	ENST00000609586	26318107	16
AC009158.1	1	ENST00000598600	26318129	16
AC009158.1	1	ENST00000417476	26318146	16
AC009158.1	1	ENST00000452511	26318146	16
AC009158.1	1	ENST00000432973	26322228	16
AC009158.1	1	ENST00000596241	26322512	16
AC009159.1	-1	ENST00000408403	79669737	16
AC009196.1	-1	ENST00000408230	37105610	7
AC009227.3	1	ENST00000432599	154459857	2
AC009229.5	-1	ENST00000450854	38239590	2
AC009229.6	-1	ENST00000417213	38138946	2
AC009236.2	1	ENST00000442821	45168583	2
AC009262.2	1	ENST00000446484	34209526	7
AC009276.4	1	ENST00000422042	134684144	7
AC009297.1	1	ENST00000390712	154231718	2
AC009299.1	-1	ENST00000408663	161350360	2
AC009299.3	1	ENST00000439050	161244739	2
AC009299.3	1	ENST00000436506	161244755	2
AC009305.2	1	ENST00000401274	31035553	2
AC009305.3	1	ENST00000577441	31092826	2
AC009365.1	-1	ENST00000611019	132690455	7
AC009404.2	1	ENST00000420330	117833937	2
AC009404.2	1	ENST00000439955	117836350	2
AC009404.2	1	ENST00000445332	117837744	2
AC009406.1	-1	ENST00000621560	57192803	2
AC009406.2	-1	ENST00000612381	57193566	2
AC009410.1	-1	ENST00000432481	228611395	2
AC009411.1	-1	ENST00000416032	21649502	2
AC009411.1	-1	ENST00000412424	21649563	2
AC009411.2	-1	ENST00000458359	21636309	2
AC009478.1	-1	ENST00000429816	180692454	2
AC009478.2	-1	ENST00000579068	180617206	2
AC009480.1	-1	ENST00000584553	147941071	2
AC009495.1	1	ENST00000408307	165814215	2
AC009495.2	1	ENST00000425688	165794851	2
AC009495.3	-1	ENST00000457108	165839098	2
AC009495.4	-1	ENST00000428888	165846091	2
AC009498.1	-1	ENST00000419860	204234985	2
AC009499.1	-1	ENST00000621580	34018067	2
AC009502.4	1	ENST00000607654	219685381	2
AC009502.4	1	ENST00000606673	219685492	2
AC009502.4	1	ENST00000416861	219686987	2
AC009502.4	1	ENST00000442416	219730110	2
AC009505.4	-1	ENST00000423727	105960309	2
AC009505.4	-1	ENST00000413151	105962006	2
AC009508.1	-1	ENST00000412828	23897335	7
AC009518.4	1	ENST00000452219	131897641	7
AC009518.4	1	ENST00000415393	131910220	7
AC009531.2	-1	ENST00000442323	35259729	7
AC009677.1	-1	ENST00000459204	69730822	15
AC009695.1	1	ENST00000401325	21494028	8
AC009729.1	1	ENST00000611945	108133601	12
AC009779.1	-1	ENST00000584743	55555082	12
AC009784.1	1	ENST00000408055	136244444	7
AC009784.3	1	ENST00000445293	136092925	7
AC009784.3	1	ENST00000435996	136092957	7
AC009784.3	1	ENST00000437569	136405263	7
AC009784.3	1	ENST00000454735	136427395	7
AC009800.1	-1	ENST00000578249	52995458	8
AC009831.1	-1	ENST00000582018	32060989	18
AC009835.1	1	ENST00000408694	32526142	18
AC009878.2	1	ENST00000451579	26395072	15
AC009878.2	1	ENST00000450324	26433374	15
AC009941.1	1	ENST00000577494	79097363	8
AC009961.3	-1	ENST00000418770	159712018	2
AC009961.3	-1	ENST00000453016	159712430	2
AC009961.3	-1	ENST00000607836	159712435	2
AC009965.2	1	ENST00000411436	204090457	2
AC009973.1	-1	ENST00000610848	229993921	2
AC009987.1	-1	ENST00000408366	123734856	10
AC010084.1	1	ENST00000426699	4036497	Y
AC010086.2	-1	ENST00000401283	21371003	Y
AC010091.1	-1	ENST00000413944	81625226	7
AC010091.1	-1	ENST00000455420	81626216	7
AC010092.1	1	ENST00000583255	170916209	2
AC010096.1	-1	ENST00000443897	19468961	2
AC010096.2	1	ENST00000450628	19475450	2
AC010103.1	-1	ENST00000610472	166981386	4
AC010105.1	-1	ENST00000437290	82538711	2
AC010132.10	-1	ENST00000433315	42844438	7
AC010139.1	-1	ENST00000579736	16619618	3
AC010145.4	-1	ENST00000422415	16062885	2
AC010146.2	1	ENST00000401262	136544371	2
AC010148.1	-1	ENST00000434572	234888526	2
AC010148.1	-1	ENST00000435896	234888776	2
AC010148.1	-1	ENST00000413842	234888802	2
AC010148.1	-1	ENST00000427619	234913384	2
AC010150.2	1	ENST00000410138	25722192	2
AC010196.1	-1	ENST00000577262	86745136	12
AC010203.1	-1	ENST00000408843	100157338	12
AC010207.1	-1	ENST00000408386	134410140	3
AC010209.1	-1	ENST00000458984	100655804	12
AC010235.1	1	ENST00000584545	126196835	5
AC010295.1	-1	ENST00000515901	154093379	5
AC010297.1	1	ENST00000408446	176451762	5
AC010307.1	-1	ENST00000618514	133178284	5
AC010311.1	-1	ENST00000581768	7160495	19
AC010319.1	1	ENST00000410873	17457257	19
AC010323.1	-1	ENST00000577852	8346096	19
AC010329.1	1	ENST00000582722	20805511	19
AC010368.1	1	ENST00000618758	35034155	5
AC010376.1	1	ENST00000411217	67967445	5
AC010455.1	-1	ENST00000408794	27986285	5
AC010458.1	-1	ENST00000408668	48051509	19
AC010525.1	1	ENST00000390145	55684772	19
AC010528.1	1	ENST00000580124	76380026	16
AC010543.1	-1	ENST00000580935	57874530	16
AC010546.1	-1	ENST00000411191	62826048	16
AC010608.1	-1	ENST00000619840	133469067	5
AC010609.1	-1	ENST00000410154	157235299	5
AC010633.1	1	ENST00000579163	39141628	5
AC010641.1	1	ENST00000591757	397589	19
AC010723.1	-1	ENST00000435111	14277489	Y
AC010723.2	-1	ENST00000578366	14252291	Y
AC010729.2	1	ENST00000413960	5726449	2
AC010729.3	-1	ENST00000450397	5812596	2
AC010731.4	1	ENST00000543490	206642418	2
AC010731.4	1	ENST00000453816	206643421	2
AC010731.4	1	ENST00000441223	206644227	2
AC010739.1	1	ENST00000408445	41596386	2
AC010744.1	1	ENST00000448431	83522814	2
AC010745.1	1	ENST00000444804	16202430	2
AC010745.2	1	ENST00000420404	16224047	2
AC010745.3	-1	ENST00000439745	16228194	2
AC010745.4	-1	ENST00000420130	16319566	2
AC010754.1	-1	ENST00000408462	23894206	18
AC010874.1	1	ENST00000516070	5874246	Y
AC010880.1	1	ENST00000425176	16354256	2
AC010880.1	1	ENST00000427950	16355185	2
AC010884.2	-1	ENST00000579548	104992980	2
AC010887.1	1	ENST00000516040	217176498	2
AC010888.1	1	ENST00000401192	182460808	2
AC010891.2	1	ENST00000449963	9813315	Y
AC010894.3	1	ENST00000444196	174487389	2
AC010894.3	1	ENST00000417038	174487403	2
AC010894.3	1	ENST00000606406	174487512	2
AC010928.1	1	ENST00000517202	60555143	18
AC010930.1	1	ENST00000408103	4446642	11
AC010931.1	-1	ENST00000614080	74115469	15
AC010967.2	-1	ENST00000421575	52910020	2
AC010967.2	-1	ENST00000443237	52910020	2
AC010967.3	1	ENST00000418451	52864235	2
AC010970.1	1	ENST00000516157	10196372	Y
AC010971.1	1	ENST00000440455	49230137	7
AC010982.2	-1	ENST00000450325	114123293	2
AC010983.1	-1	ENST00000418387	195026370	2
AC010987.5	-1	ENST00000419809	67684077	2
AC010987.6	-1	ENST00000457448	67825562	2
AC010999.1	-1	ENST00000410654	56966397	15
AC011073.1	1	ENST00000579668	56054787	17
AC011193.1	1	ENST00000447729	34479312	17
AC011193.1	1	ENST00000441287	34479334	17
AC011193.2	-1	ENST00000617547	34379203	17
AC011196.3	-1	ENST00000451816	26658763	15
AC011243.1	1	ENST00000420184	133554315	2
AC011286.1	1	ENST00000455068	236733382	2
AC011286.1	1	ENST00000413385	236752774	2
AC011288.2	1	ENST00000443947	13101391	7
AC011288.2	1	ENST00000411542	13101472	7
AC011293.1	-1	ENST00000580394	11826806	Y
AC011294.3	-1	ENST00000451905	46697122	7
AC011294.3	-1	ENST00000469937	46759844	7
AC011294.3	-1	ENST00000487094	46759851	7
AC011298.2	1	ENST00000407635	240686334	2
AC011306.1	-1	ENST00000451034	56090382	2
AC011313.1	-1	ENST00000584487	105327992	12
AC011338.1	-1	ENST00000408268	147199647	5
AC011343.1	-1	ENST00000522627	159871384	5
AC011357.1	1	ENST00000578667	146734835	5
AC011363.1	1	ENST00000459451	160664587	5
AC011366.3	1	ENST00000523446	109883182	5
AC011372.1	-1	ENST00000616823	150250878	5
AC011379.1	-1	ENST00000583981	140195791	5
AC011410.1	1	ENST00000583730	171770530	5
AC011431.2	-1	ENST00000579104	135801314	5
AC011450.1	1	ENST00000583949	49266483	19
AC011453.1	1	ENST00000583623	53757869	19
AC011456.1	1	ENST00000408577	31926573	19
AC011465.1	-1	ENST00000408331	38053965	19
AC011467.1	1	ENST00000408863	22602706	19
AC011477.1	1	ENST00000578823	19891159	19
AC011478.1	1	ENST00000411216	30614220	19
AC011498.1	1	ENST00000615221	4385004	19
AC011499.1	1	ENST00000579264	5822925	19
AC011516.1	1	ENST00000599129	22422513	19
AC011516.2	-1	ENST00000598042	22623971	19
AC011518.1	-1	ENST00000591212	32105916	19
AC011518.2	1	ENST00000593038	32103583	19
AC011518.2	1	ENST00000592668	32104537	19
AC011518.2	1	ENST00000591232	32104980	19
AC011524.1	1	ENST00000591285	28883430	19
AC011524.2	-1	ENST00000590167	28950200	19
AC011524.3	-1	ENST00000589198	28964943	19
AC011525.2	-1	ENST00000562167	31595720	19
AC011525.4	1	ENST00000592788	31588196	19
AC011525.4	1	ENST00000590611	31588255	19
AC011525.4	1	ENST00000592644	31592281	19
AC011591.1	-1	ENST00000582790	68766559	17
AC011626.1	1	ENST00000516284	121069388	8
AC011648.1	-1	ENST00000561310	70198509	15
AC011652.1	-1	ENST00000584102	129496611	8
AC011652.2	-1	ENST00000579056	129495943	8
AC011652.3	-1	ENST00000577793	129496323	8
AC011718.2	-1	ENST00000613790	18386480	22
AC011718.2	-1	ENST00000618517	18386526	22
AC011718.2	-1	ENST00000619172	18386597	22
AC011718.2	-1	ENST00000615974	18391105	22
AC011718.3	1	ENST00000622906	18374106	22
AC011738.1	1	ENST00000516499	43578888	7
AC011747.3	-1	ENST00000418358	8575501	2
AC011747.4	-1	ENST00000436187	8576955	2
AC011747.4	-1	ENST00000454224	8583792	2
AC011747.6	-1	ENST00000425678	8622942	2
AC011748.1	1	ENST00000390736	34403664	2
AC011752.1	1	ENST00000451476	21317660	2
AC011752.1	1	ENST00000451511	21396076	2
AC011752.1	1	ENST00000417609	21396583	2
AC011850.1	1	ENST00000623302	29760507	20
AC011850.2	-1	ENST00000624826	29743268	20
AC011891.5	1	ENST00000437088	12654179	7
AC011897.2	1	ENST00000418481	14616428	2
AC011897.2	1	ENST00000450715	14616428	2
AC011901.2	-1	ENST00000413043	153201726	2
AC011994.1	1	ENST00000581704	11607404	2
AC011995.1	-1	ENST00000452701	2838391	2
AC011995.3	-1	ENST00000437610	2871231	2
AC012003.1	1	ENST00000578083	141997377	2
AC012005.1	-1	ENST00000620198	24213419	Y
AC012005.2	-1	ENST00000516761	24210132	Y
AC012047.1	-1	ENST00000408305	76127311	10
AC012050.1	-1	ENST00000408275	47552571	15
AC012065.4	-1	ENST00000441870	20501311	2
AC012065.7	1	ENST00000565841	20677809	2
AC012074.2	-1	ENST00000313031	25370687	2
AC012074.2	-1	ENST00000431557	25375845	2
AC012075.2	-1	ENST00000446580	81466946	2
AC012119.1	-1	ENST00000401304	23768645	8
AC012146.7	1	ENST00000571138	5111468	17
AC012146.7	1	ENST00000413077	5111932	17
AC012146.7	1	ENST00000623522	5113359	17
AC012146.7	1	ENST00000570712	5113773	17
AC012150.1	-1	ENST00000410549	29120882	12
AC012175.1	-1	ENST00000408330	5760788	16
AC012181.1	1	ENST00000585112	56957265	16
AC012181.2	1	ENST00000611887	56864952	16
AC012305.1	1	ENST00000408777	235571931	2
AC012307.2	-1	ENST00000449242	96147012	2
AC012309.5	1	ENST00000438770	37251912	19
AC012309.5	1	ENST00000591116	37251922	19
AC012309.5	1	ENST00000592712	37251926	19
AC012309.5	1	ENST00000592100	37255899	19
AC012309.5	1	ENST00000588904	37255916	19
AC012309.5	1	ENST00000587477	37256399	19
AC012314.20	-1	ENST00000426213	54199971	19
AC012317.1	-1	ENST00000414816	24671062	16
AC012322.1	-1	ENST00000561657	64343909	16
AC012353.1	1	ENST00000582639	141638844	2
AC012354.6	1	ENST00000425325	44954664	2
AC012360.4	1	ENST00000433219	105324210	2
AC012361.1	1	ENST00000447260	20859771	2
AC012363.1	1	ENST00000619973	120196062	2
AC012363.13	1	ENST00000437837	120319007	2
AC012365.1	1	ENST00000614580	117026331	2
AC012368.1	-1	ENST00000423539	64088246	2
AC012370.3	-1	ENST00000604709	65455681	2
AC012370.3	-1	ENST00000594228	65455923	2
AC012370.3	-1	ENST00000605491	65456306	2
AC012370.3	-1	ENST00000600508	65456328	2
AC012370.3	-1	ENST00000613621	65456508	2
AC012370.3	-1	ENST00000597541	65456512	2
AC012370.3	-1	ENST00000593355	65456543	2
AC012370.3	-1	ENST00000601940	65456551	2
AC012370.3	-1	ENST00000453714	65456571	2
AC012414.1	-1	ENST00000614036	20755460	15
AC012442.6	1	ENST00000436885	112590796	2
AC012445.1	-1	ENST00000442831	4140731	2
AC012451.1	-1	ENST00000412312	128581576	2
AC012462.2	1	ENST00000447835	215453707	2
AC012462.3	1	ENST00000414756	215476667	2
AC012476.1	-1	ENST00000612414	40810373	15
AC012494.1	1	ENST00000439259	78088730	2
AC012501.4	-1	ENST00000516159	153500049	2
AC012506.1	-1	ENST00000423706	23332044	2
AC012506.2	1	ENST00000415245	23347654	2
AC012506.3	-1	ENST00000426527	23360376	2
AC012506.4	-1	ENST00000430051	23381255	2
AC012506.4	-1	ENST00000421563	23381299	2
AC012531.25	1	ENST00000562848	54019910	12
AC012543.1	-1	ENST00000612063	4866965	8
AC012564.1	-1	ENST00000583362	104755175	8
AC012593.1	1	ENST00000453451	34799850	2
AC012593.1	1	ENST00000585391	34831378	2
AC012593.1	1	ENST00000586769	34831378	2
AC012593.1	1	ENST00000588650	34831378	2
AC012593.1	1	ENST00000588944	34831378	2
AC012593.1	1	ENST00000591221	34831378	2
AC012593.1	1	ENST00000592523	34831378	2
AC012593.1	1	ENST00000587791	34868394	2
AC012593.1	1	ENST00000587255	35159599	2
AC012593.1	1	ENST00000586952	35162776	2
AC012593.1	1	ENST00000606126	35162786	2
AC012603.1	1	ENST00000583099	109685580	5
AC012627.1	1	ENST00000578233	21056003	19
AC012640.1	1	ENST00000613519	10353897	5
AC012667.1	1	ENST00000516250	5573928	Y
AC012668.1	-1	ENST00000431727	215545526	2
AC012668.2	1	ENST00000422353	215533133	2
AC012668.2	1	ENST00000417485	215546198	2
AC012668.2	1	ENST00000428487	215678024	2
AC012668.3	-1	ENST00000457625	215582635	2
AC012671.1	1	ENST00000408692	88294592	2
AC012671.3	1	ENST00000579596	88374139	2
AC012671.4	-1	ENST00000621132	88462867	2
AC013248.2	1	ENST00000455092	14725729	17
AC013251.1	-1	ENST00000615755	152919796	3
AC013268.1	-1	ENST00000390802	110126824	2
AC013271.3	1	ENST00000303002	109933161	2
AC013271.3	1	ENST00000417926	109936342	2
AC013271.3	1	ENST00000424535	109936779	2
AC013271.3	1	ENST00000424113	109936817	2
AC013271.3	1	ENST00000454928	109937438	2
AC013271.3	1	ENST00000435951	109937835	2
AC013271.3	1	ENST00000433786	109947714	2
AC013271.3	1	ENST00000425917	109963389	2
AC013283.1	1	ENST00000408698	98605874	12
AC013394.2	1	ENST00000557682	92882707	15
AC013394.2	1	ENST00000553829	92882732	15
AC013394.2	1	ENST00000556895	92882862	15
AC013394.2	1	ENST00000554669	92882874	15
AC013394.2	1	ENST00000554894	92882888	15
AC013394.2	1	ENST00000557147	92883015	15
AC013394.2	1	ENST00000554133	92884371	15
AC013394.2	1	ENST00000555227	92885324	15
AC013394.2	1	ENST00000555520	92887756	15
AC013401.1	1	ENST00000414394	192629919	2
AC013401.2	-1	ENST00000433550	192645383	2
AC013401.2	-1	ENST00000422017	192645387	2
AC013402.1	-1	ENST00000408727	104568920	2
AC013402.3	1	ENST00000438566	104583152	2
AC013402.4	-1	ENST00000424257	104581890	2
AC013402.5	1	ENST00000456999	104659337	2
AC013406.1	-1	ENST00000408362	147466714	2
AC013409.1	-1	ENST00000618294	209092629	2
AC013444.2	-1	ENST00000408242	143005791	2
AC013448.1	1	ENST00000422118	223498773	2
AC013448.2	1	ENST00000440341	223505476	2
AC013460.1	1	ENST00000441014	7421261	2
AC013460.1	1	ENST00000435062	7421265	2
AC013460.1	1	ENST00000419713	7421271	2
AC013460.1	1	ENST00000444955	7421286	2
AC013460.1	1	ENST00000450695	7421292	2
AC013460.1	1	ENST00000457568	7429923	2
AC013472.3	-1	ENST00000411685	27013973	2
AC013472.3	-1	ENST00000423923	27014561	2
AC013472.3	-1	ENST00000455081	27014588	2
AC013472.3	-1	ENST00000380387	27014612	2
AC013476.1	-1	ENST00000582868	222932683	2
AC013477.1	1	ENST00000578990	153360533	4
AC013480.1	-1	ENST00000615054	41947147	2
AC013660.1	1	ENST00000616034	29928555	18
AC013701.1	1	ENST00000611672	48938840	8
AC013727.1	-1	ENST00000618581	103865965	2
AC013727.1	-1	ENST00000455716	103880209	2
AC013727.2	-1	ENST00000447761	103869688	2
AC013731.1	-1	ENST00000401115	157855346	2
AC013733.4	-1	ENST00000449835	181693415	2
AC013734.1	-1	ENST00000620883	26411158	Y
AC013737.1	-1	ENST00000583830	54348014	10
AC013738.1	-1	ENST00000612400	76818778	10
AC013751.1	-1	ENST00000408210	86657952	8
AC015600.1	1	ENST00000577356	100794450	11
AC015720.1	1	ENST00000615338	75012418	15
AC015820.1	1	ENST00000580516	25537278	11
AC015849.12	-1	ENST00000605738	35808897	17
AC015849.16	-1	ENST00000604647	35906272	17
AC015849.16	-1	ENST00000604907	35911023	17
AC015883.1	-1	ENST00000616595	57488598	17
AC015884.1	1	ENST00000577885	982036	17
AC015909.1	1	ENST00000610382	50325345	17
AC015922.6	-1	ENST00000418821	15817742	17
AC015971.1	1	ENST00000516644	86586140	2
AC016113.1	-1	ENST00000516062	53037749	8
AC016178.1	-1	ENST00000582899	129497428	8
AC016178.2	-1	ENST00000580804	129497050	8
AC016178.3	-1	ENST00000582296	129497667	8
AC016194.1	-1	ENST00000408102	75786460	8
AC016405.1	-1	ENST00000408615	122846779	8
AC016543.1	-1	ENST00000390772	76348138	14
AC016575.1	-1	ENST00000390747	14910640	5
AC016582.2	-1	ENST00000592714	37853525	19
AC016582.2	-1	ENST00000587395	37853547	19
AC016582.2	-1	ENST00000592640	37855196	19
AC016582.2	-1	ENST00000433142	37855215	19
AC016597.1	1	ENST00000408601	27661900	16
AC016656.1	-1	ENST00000611202	14434815	5
AC016670.1	1	ENST00000408252	80244623	2
AC016682.1	1	ENST00000437118	150171423	2
AC016700.2	1	ENST00000455541	70089721	2
AC016700.3	-1	ENST00000457870	70094994	2
AC016700.3	-1	ENST00000424748	70095166	2
AC016700.3	-1	ENST00000442326	70103220	2
AC016700.5	-1	ENST00000414141	70125317	2
AC016706.1	-1	ENST00000458963	142313008	2
AC016710.1	1	ENST00000421326	139469775	2
AC016722.3	-1	ENST00000453936	46853496	2
AC016727.1	1	ENST00000578597	61555360	2
AC016727.2	-1	ENST00000611684	61577581	2
AC016730.1	1	ENST00000420828	13723048	2
AC016730.2	-1	ENST00000619143	13839246	2
AC016732.1	1	ENST00000580312	157178864	2
AC016735.1	-1	ENST00000457457	43006060	2
AC016735.2	-1	ENST00000425212	43039541	2
AC016735.2	-1	ENST00000422351	43039543	2
AC016735.2	-1	ENST00000449766	43039547	2
AC016735.3	-1	ENST00000438736	43043782	2
AC016739.3	-1	ENST00000581061	176270330	2
AC016743.1	-1	ENST00000621337	209299862	2
AC016747.3	-1	ENST00000422740	61144891	2
AC016747.3	-1	ENST00000420918	61144950	2
AC016747.3	-1	ENST00000417691	61144952	2
AC016747.3	-1	ENST00000443946	61144969	2
AC016751.2	-1	ENST00000458254	175905502	2
AC016757.3	-1	ENST00000409376	238231370	2
AC016757.3	-1	ENST00000409070	238231431	2
AC016757.3	-1	ENST00000409942	238231525	2
AC016757.3	-1	ENST00000475669	238231585	2
AC016757.3	-1	ENST00000470346	238231613	2
AC016757.3	-1	ENST00000466075	238231677	2
AC016764.1	1	ENST00000408394	121035073	2
AC016768.1	-1	ENST00000432612	23030421	2
AC016768.1	-1	ENST00000421581	23090837	2
AC016768.1	-1	ENST00000440785	23199056	2
AC016819.1	-1	ENST00000620672	66497380	10
AC016821.1	-1	ENST00000408847	69363641	10
AC016821.2	1	ENST00000618774	69458672	10
AC016831.7	1	ENST00000447430	130853720	7
AC016866.1	-1	ENST00000619847	49066174	18
AC016903.1	-1	ENST00000444017	204473837	2
AC016903.2	1	ENST00000456384	204475356	2
